label,price,product_category_name,delivery_days
1,1148.0,home_appliances_2,9
1,39.0,bed_bath_table,9
0,139.5,computers_accessories,263
1,75.0,housewares,92
1,65.9,bed_bath_table,214
1,185.9,toys,6
1,110.32,health_beauty,11
1,102.9,watches_gifts,137
1,182.0,watches_gifts,34
1,21.9,furniture_decor,7
1,68.9,sports_leisure,26
1,26.0,furniture_decor,7
0,149.99,telephony,9
1,235.92,computers_accessories,128
1,292.0,stationery,74
0,59.99,bed_bath_table,78
0,2690.0,garden_tools,76
0,89.9,bed_bath_table,303
0,204.0,sports_leisure,70
0,199.98,cool_stuff,105
1,72.0,bed_bath_table,62
1,27.9,auto,10
1,180.0,watches_gifts,9
1,119.0,watches_gifts,9
0,37.39,baby,284
0,59.9,garden_tools,8
0,1695.0,sports_leisure,11
1,21.0,sports_leisure,25
1,28.0,sports_leisure,284
1,299.9,office_furniture,13
1,75.9,home_construction,189
1,59.0,health_beauty,247
1,27.9,computers_accessories,75
1,89.9,computers_accessories,228
1,12.65,electronics,32
1,27.9,telephony,20
0,69.99,toys,20
1,195.9,watches_gifts,20
1,59.99,sports_leisure,304
0,22.0,computers_accessories,6
0,179.9,small_appliances,303
1,159.9,furniture_decor,61
1,198.0,perfumery,145
1,480.65,health_beauty,214
1,179.99,cool_stuff,14
1,12.9,baby,30
0,1349.0,small_appliances,334
1,89.9,bed_bath_table,153
1,25.0,toys,6
1,109.9,furniture_decor,11
1,99.0,stationery,6
0,44.9,housewares,14
1,32.0,fashion_bags_accessories,1
0,65.99,cool_stuff,41
0,133.0,fashion_bags_accessories,129
1,79.0,watches_gifts,129
0,116.99,office_furniture,120
1,59.99,health_beauty,103
0,124.9,furniture_decor,261
1,49.0,fashion_bags_accessories,7
1,29.99,furniture_decor,276
1,129.99,cool_stuff,125
0,119.9,health_beauty,2
0,125.0,fixed_telephony,98
1,127.5,bed_bath_table,107
1,109.8,auto,13
1,73.9,health_beauty,154
1,599.0,home_confort,151
1,45.95,bed_bath_table,4
1,59.9,garden_tools,5
1,109.9,toys,131
1,43.0,sports_leisure,103
1,54.99,toys,12
1,149.9,toys,6
1,112.94,office_furniture,2
1,45.0,telephony,10
1,59.9,health_beauty,100
0,22.9,cool_stuff,105
0,59.0,garden_tools,160
1,109.9,sports_leisure,76
1,89.18,housewares,25
1,79.0,stationery,11
1,14.0,telephony,6
1,109.0,construction_tools_safety,5
0,69.9,sports_leisure,5
1,53.0,bed_bath_table,5
1,26.9,health_beauty,51
1,89.9,bed_bath_table,51
1,18.99,food,1
0,109.9,health_beauty,70
1,160.0,health_beauty,5
0,243.0,electronics,4
1,110.0,watches_gifts,151
1,49.9,bed_bath_table,7
1,329.99,health_beauty,4
0,28.0,garden_tools,251
0,153.0,bed_bath_table,36
0,77.0,bed_bath_table,23
1,59.9,auto,10
1,13.65,electronics,11
1,159.9,health_beauty,133
1,19.9,watches_gifts,21
1,89.9,bed_bath_table,159
1,29.99,furniture_decor,69
0,485.0,cool_stuff,350
1,110.0,bed_bath_table,350
1,99.9,furniture_decor,96
1,31.9,health_beauty,32
1,31.19,health_beauty,73
1,35.99,health_beauty,2
1,14.9,health_beauty,2
1,22.9,health_beauty,95
0,59.99,market_place,19
1,94.95,baby,125
0,110.99,art,58
0,56.99,bed_bath_table,42
1,19.99,fixed_telephony,184
1,26.33,sports_leisure,184
1,67.99,auto,184
1,143.99,sports_leisure,184
1,120.0,health_beauty,184
1,32.64,pet_shop,8
0,69.9,toys,5
1,299.99,toys,123
1,89.99,home_appliances_2,260
1,798.0,pet_shop,13
0,99.99,cool_stuff,28
0,172.5,computers_accessories,23
0,99.9,health_beauty,51
1,89.9,bed_bath_table,1
1,199.0,telephony,38
0,99.0,furniture_decor,14
1,37.99,sports_leisure,13
1,89.9,furniture_decor,4
1,81.35,perfumery,145
1,56.99,health_beauty,173
1,79.9,computers_accessories,141
0,169.99,sports_leisure,3
1,50.0,baby,273
1,109.99,sports_leisure,67
1,119.0,computers_accessories,159
1,388.0,baby,39
0,99.99,computers_accessories,280
1,249.49,perfumery,39
0,104.71,auto,6
1,12.5,telephony,11
0,14.39,garden_tools,45
1,228.0,bed_bath_table,22
1,24.9,health_beauty,17
0,159.9,stationery,5
1,129.0,stationery,4
1,115.0,baby,7
1,16.5,telephony,8
1,19.9,electronics,229
1,36.0,garden_tools,0
1,359.0,watches_gifts,33
1,23.99,health_beauty,39
1,649.51,watches_gifts,319
1,50.0,auto,153
1,40.0,furniture_decor,159
0,204.0,watches_gifts,23
1,249.9,cool_stuff,31
1,49.95,bed_bath_table,7
1,13.65,electronics,242
1,65.0,market_place,1
0,89.9,bed_bath_table,122
1,102.9,portateis_cozinha_e_preparadores_de_alimentos,12
1,86.9,bed_bath_table,6
0,45.0,sports_leisure,5
1,53.9,garden_tools,67
1,119.9,bed_bath_table,3
1,19.49,sports_leisure,4
1,69.99,toys,121
1,18.9,computers_accessories,9
1,69.9,sports_leisure,13
1,25.5,bed_bath_table,2
1,66.0,stationery,45
0,74.99,bed_bath_table,152
0,103.99,furniture_living_room,32
1,11.87,cool_stuff,19
1,39.6,housewares,3
1,119.99,auto,3
1,59.0,auto,76
0,35.9,baby,120
1,145.0,computers_accessories,93
1,6.0,housewares,3
1,199.0,health_beauty,39
1,89.9,sports_leisure,122
1,199.0,cool_stuff,15
1,75.9,baby,5
1,28.0,sports_leisure,188
1,74.9,furniture_decor,1
1,39.9,housewares,13
1,78.87,pet_shop,4
1,105.9,bed_bath_table,2
1,246.0,watches_gifts,14
1,99.9,pet_shop,8
1,109.9,fashion_bags_accessories,5
1,99.9,bed_bath_table,181
1,2139.99,cool_stuff,8
1,56.99,perfumery,85
1,284.9,bed_bath_table,9
0,119.9,furniture_decor,7
0,119.99,office_furniture,6
0,139.94,office_furniture,96
1,29.0,watches_gifts,107
1,139.9,sports_leisure,123
1,27.99,telephony,12
0,149.0,computers_accessories,194
1,95.28,pet_shop,1
1,67.9,computers_accessories,1
1,58.99,health_beauty,10
0,59.0,fashion_bags_accessories,11
0,69.0,fashion_bags_accessories,9
1,86.36,housewares,31
1,49.9,stationery,28
1,248.99,luggage_accessories,8
1,229.9,furniture_decor,2
1,109.9,toys,10
0,89.99,bed_bath_table,28
1,37.99,telephony,38
1,189.9,health_beauty,20
1,880.0,housewares,76
1,149.0,watches_gifts,54
1,39.9,office_furniture,4
1,45.9,sports_leisure,20
0,28.9,computers_accessories,20
1,39.0,sports_leisure,59
1,294.99,toys,59
1,228.8,watches_gifts,126
1,75.0,furniture_decor,31
1,34.9,perfumery,7
0,53.0,pet_shop,158
1,399.79,small_appliances,30
1,79.0,stationery,18
1,22.49,computers_accessories,142
1,180.0,telephony,7
1,90.0,furniture_decor,9
0,49.99,furniture_decor,166
0,69.9,furniture_decor,7
1,129.9,sports_leisure,20
1,56.9,kitchen_dining_laundry_garden_furniture,25
0,19.99,telephony,122
1,250.0,toys,140
0,105.0,sports_leisure,348
1,49.91,garden_tools,61
1,122.99,health_beauty,61
1,68.9,furniture_decor,214
1,40.0,baby,5
0,124.9,watches_gifts,3
1,29.99,watches_gifts,5
1,89.81,housewares,20
1,159.99,sports_leisure,249
1,144.9,pet_shop,2
1,29.9,baby,132
1,579.9,watches_gifts,122
1,143.8,auto,250
1,149.9,health_beauty,43
0,224.9,watches_gifts,243
1,23.0,auto,12
1,149.0,computers_accessories,7
0,239.0,toys,213
0,140.0,la_cuisine,153
1,174.99,auto,261
0,46.99,telephony,2
1,54.98,toys,5
1,145.9,drinks,7
1,174.9,watches_gifts,133
0,55.0,watches_gifts,12
0,139.2,furniture_decor,31
1,79.9,furniture_decor,214
1,120.0,home_appliances,18
1,179.99,office_furniture,9
1,39.0,bed_bath_table,102
1,118.8,perfumery,163
1,42.99,pet_shop,14
1,299.0,home_confort,13
1,45.9,health_beauty,127
1,278.0,watches_gifts,226
1,1914.58,bed_bath_table,184
0,99.9,bed_bath_table,13
0,119.9,bed_bath_table,9
0,149.9,sports_leisure,6
1,109.9,sports_leisure,3
1,65.0,baby,198
0,89.9,bed_bath_table,16
1,59.9,garden_tools,7
0,78.0,furniture_decor,21
0,80.0,telephony,101
1,105.0,computers_accessories,7
1,69.0,health_beauty,9
0,14.2,sports_leisure,12
1,78.0,watches_gifts,282
0,229.9,health_beauty,5
1,182.0,sports_leisure,5
1,689.0,watches_gifts,181
1,19.9,electronics,128
1,112.99,health_beauty,181
1,1437.0,computers,14
1,99.0,computers_accessories,253
1,248.99,computers_accessories,253
1,93.9,furniture_decor,62
1,467.0,health_beauty,153
1,45.0,pet_shop,92
1,69.9,housewares,21
1,99.99,cool_stuff,3
0,89.7,pet_shop,6
1,24.99,telephony,32
0,68.8,pet_shop,5
1,75.0,computers_accessories,32
1,24.5,consoles_games,29
1,155.0,home_appliances,6
0,369.0,toys,11
1,299.99,telephony,3
1,129.99,watches_gifts,2
1,209.9,cool_stuff,4
0,44.9,perfumery,214
1,26.9,sports_leisure,89
1,118.9,watches_gifts,42
1,34.9,consoles_games,8
1,48.0,computers_accessories,95
1,39.99,health_beauty,36
1,36.9,stationery,212
1,99.9,housewares,6
0,12.88,computers_accessories,26
1,117.9,luggage_accessories,181
1,49.0,computers_accessories,153
1,229.0,watches_gifts,40
1,89.99,consoles_games,4
1,79.99,computers_accessories,7
1,29.0,watches_gifts,3
1,133.99,bed_bath_table,8
0,119.8,perfumery,31
0,19.49,sports_leisure,2
1,13.99,health_beauty,181
0,110.0,pet_shop,13
1,73.5,baby,2
1,94.56,computers_accessories,5
1,60.0,furniture_decor,17
1,99.9,stationery,78
0,54.0,furniture_decor,10
0,129.95,home_construction,214
1,129.99,bed_bath_table,122
0,69.9,furniture_decor,9
0,119.9,stationery,6
0,83.99,bed_bath_table,21
1,399.0,health_beauty,6
1,349.9,health_beauty,61
1,119.9,perfumery,158
1,14.89,electronics,123
1,159.9,sports_leisure,5
1,105.6,bed_bath_table,73
1,55.8,toys,41
1,123.9,health_beauty,31
1,150.0,health_beauty,4
1,15.86,garden_tools,6
1,128.9,books_general_interest,109
1,99.9,pet_shop,4
0,185.49,sports_leisure,4
1,221.5,computers_accessories,5
1,394.65,health_beauty,7
1,359.9,auto,7
1,80.0,computers_accessories,337
0,69.99,housewares,152
1,49.9,furniture_decor,219
1,149.9,computers_accessories,3
1,388.9,small_appliances,214
0,99.9,toys,16
1,149.0,bed_bath_table,97
1,29.9,computers_accessories,103
1,538.9,housewares,52
1,33.9,housewares,8
1,135.9,pet_shop,18
0,39.99,musical_instruments,34
1,80.0,home_appliances,9
1,39.9,sports_leisure,11
1,129.99,cool_stuff,190
0,569.0,watches_gifts,172
1,199.99,health_beauty,32
1,159.0,stationery,69
1,95.9,auto,12
1,74.9,books_general_interest,8
1,23.4,sports_leisure,17
1,149.0,computers_accessories,5
1,109.99,pet_shop,30
1,149.0,bed_bath_table,18
1,377.0,small_appliances,16
1,29.5,cool_stuff,18
1,49.0,watches_gifts,305
1,229.9,fashion_bags_accessories,2
1,279.0,perfumery,13
1,84.99,food,32
1,29.99,telephony,6
1,134.99,cool_stuff,189
1,13.98,telephony,1
1,89.99,baby,1
1,45.9,sports_leisure,4
1,139.0,fashion_bags_accessories,80
0,81.5,bed_bath_table,123
1,64.8,auto,6
1,49.9,furniture_decor,154
1,658.9,sports_leisure,3
0,138.0,bed_bath_table,92
1,69.9,bed_bath_table,9
0,99.99,furniture_decor,7
0,134.9,furniture_decor,101
0,119.9,pet_shop,4
0,154.9,watches_gifts,6
1,53.89,consoles_games,14
0,125.0,health_beauty,6
0,72.0,stationery,5
1,44.99,computers_accessories,9
1,45.0,garden_tools,2
0,22.0,computers_accessories,91
1,152.8,sports_leisure,278
1,49.99,garden_tools,14
1,39.9,health_beauty,6
1,26.9,housewares,2
1,29.5,toys,66
1,298.0,musical_instruments,59
1,45.5,housewares,133
1,234.0,sports_leisure,37
1,198.9,musical_instruments,5
0,53.99,computers_accessories,81
1,19.9,housewares,24
0,98.63,bed_bath_table,61
1,47.49,drinks,36
1,16.9,bed_bath_table,11
1,1450.0,garden_tools,82
1,28.0,sports_leisure,9
1,56.1,bed_bath_table,14
1,149.9,electronics,14
1,94.9,housewares,13
1,74.99,sports_leisure,98
1,139.9,bed_bath_table,98
1,422.0,bed_bath_table,11
0,113.9,health_beauty,123
1,108.0,perfumery,17
0,7.45,health_beauty,223
1,29.99,telephony,2
0,89.9,bed_bath_table,3
0,52.64,bed_bath_table,11
1,69.9,housewares,11
1,49.9,furniture_decor,10
1,19.99,health_beauty,243
1,129.99,cool_stuff,7
1,146.99,office_furniture,4
1,37.0,books_technical,2
1,19.9,electronics,10
1,51.45,home_appliances,186
1,59.99,housewares,9
1,65.0,health_beauty,10
1,45.99,toys,3
1,69.0,housewares,10
1,56.0,bed_bath_table,142
1,109.9,sports_leisure,242
0,10.9,furniture_decor,6
1,109.9,perfumery,13
1,39.9,health_beauty,27
1,64.0,perfumery,123
1,49.9,computers_accessories,7
1,24.99,telephony,14
0,48.0,watches_gifts,101
1,60.0,pet_shop,354
0,89.9,housewares,70
0,123.0,sports_leisure,181
0,151.74,health_beauty,11
1,389.9,housewares,153
0,15.9,telephony,153
1,200.0,construction_tools_safety,101
0,45.9,furniture_decor,13
1,8.5,computers_accessories,219
1,13.99,telephony,304
1,69.9,housewares,9
1,49.95,bed_bath_table,304
1,53.99,perfumery,4
0,634.4,stationery,4
0,29.99,sports_leisure,4
1,129.0,housewares,183
0,78.0,watches_gifts,7
0,220.0,home_appliances_2,132
1,65.0,drinks,191
1,22.99,computers_accessories,10
1,42.93,sports_leisure,1
0,35.0,furniture_decor,38
1,249.9,cool_stuff,15
1,69.99,auto,11
0,59.9,health_beauty,7
1,59.9,garden_tools,6
1,5.3,electronics,254
0,80.0,furniture_decor,200
1,878.0,computers_accessories,4
1,49.9,furniture_decor,188
1,143.8,auto,29
1,46.4,health_beauty,214
1,265.0,housewares,214
1,53.9,garden_tools,214
1,69.9,sports_leisure,26
1,89.9,furniture_decor,122
1,85.9,bed_bath_table,12
1,133.2,cool_stuff,102
1,50.49,auto,122
1,19.99,computers_accessories,17
0,92.0,bed_bath_table,67
1,47.9,bed_bath_table,218
0,349.9,perfumery,5
1,159.9,bed_bath_table,99
1,122.0,auto,28
1,44.99,toys,4
1,21.99,telephony,5
0,28.9,housewares,2
0,379.99,baby,64
1,65.99,watches_gifts,9
1,129.9,toys,11
1,82.9,toys,3
1,34.99,food_drink,10
1,16.99,housewares,108
1,109.99,garden_tools,92
1,50.0,garden_tools,44
1,72.0,computers_accessories,59
1,259.9,bed_bath_table,2
1,192.99,office_furniture,334
1,598.99,audio,14
1,25.0,sports_leisure,27
0,18.9,electronics,25
0,29.9,computers_accessories,100
1,69.0,luggage_accessories,92
0,170.0,telephony,129
0,49.0,fashion_bags_accessories,16
1,949.99,watches_gifts,23
0,58.2,perfumery,4
0,58.1,perfumery,13
1,89.9,health_beauty,220
1,59.9,home_comfort_2,13
1,92.0,bed_bath_table,245
1,151.9,watches_gifts,10
1,19.9,consoles_games,91
0,89.99,office_furniture,42
1,295.0,housewares,15
1,59.97,bed_bath_table,2
0,169.9,auto,28
1,12.25,electronics,10
1,79.99,computers_accessories,8
1,89.0,stationery,102
0,39.9,computers_accessories,32
1,75.0,sports_leisure,151
0,58.9,bed_bath_table,7
0,46.99,furniture_decor,5
1,99.9,cool_stuff,1
1,97.0,computers_accessories,17
0,520.2,furniture_decor,7
0,22.0,computers_accessories,23
1,64.9,fashion_bags_accessories,2
1,189.0,sports_leisure,366
1,24.99,telephony,14
1,70.9,telephony,9
1,54.9,luggage_accessories,36
0,59.9,cool_stuff,121
1,58.99,health_beauty,6
1,69.9,computers_accessories,66
0,99.9,perfumery,13
1,190.0,baby,228
1,25.9,electronics,4
0,66.99,health_beauty,10
0,149.9,bed_bath_table,31
1,35.0,sports_leisure,214
1,59.9,bed_bath_table,214
0,44.9,telephony,264
0,899.0,computers,3
1,69.0,computers_accessories,8
1,20.89,telephony,80
0,49.0,computers_accessories,8
1,53.6,musical_instruments,3
1,399.0,consoles_games,3
1,8.9,toys,163
1,110.8,sports_leisure,45
1,105.0,sports_leisure,324
1,52.9,housewares,6
1,59.0,garden_tools,242
1,29.45,books_technical,131
1,314.99,perfumery,220
1,27.99,telephony,13
1,99.9,health_beauty,10
0,137.9,computers_accessories,6
0,49.0,computers_accessories,1
1,56.0,pet_shop,165
0,45.9,furniture_decor,21
1,129.8,perfumery,21
1,1199.0,watches_gifts,41
1,79.9,fashion_bags_accessories,11
1,43.9,bed_bath_table,174
1,79.0,fashion_bags_accessories,2
1,59.9,furniture_decor,2
1,79.9,furniture_living_room,7
1,99.9,bed_bath_table,220
1,29.99,telephony,31
0,12.49,bed_bath_table,2
1,134.9,watches_gifts,13
1,37.9,health_beauty,275
0,129.0,stationery,91
0,179.99,baby,183
1,759.0,watches_gifts,6
1,139.9,furniture_decor,140
1,158.0,watches_gifts,85
1,124.0,fashion_bags_accessories,153
0,176.99,furniture_decor,153
1,59.9,baby,123
1,139.99,watches_gifts,5
0,129.99,garden_tools,153
1,59.9,sports_leisure,66
0,119.94,office_furniture,76
0,1429.9,health_beauty,6
1,18.9,housewares,62
1,51.92,furniture_decor,248
1,43.9,luggage_accessories,95
1,144.99,cool_stuff,93
0,177.9,home_confort,14
0,34.2,consoles_games,184
0,49.0,watches_gifts,150
1,99.99,cool_stuff,6
1,350.0,housewares,55
1,349.9,health_beauty,254
0,158.0,fashion_bags_accessories,126
1,119.0,computers_accessories,194
1,59.9,health_beauty,153
1,2999.99,computers,184
1,30.5,toys,153
1,24.99,fashion_underwear_beach,10
1,30.97,health_beauty,59
1,99.9,health_beauty,12
0,9.8,health_beauty,6
1,129.99,toys,194
0,129.99,watches_gifts,99
0,34.99,telephony,189
1,90.0,auto,88
1,179.9,furniture_decor,184
1,79.9,furniture_decor,10
1,59.9,auto,214
1,499.9,watches_gifts,15
1,129.9,sports_leisure,25
1,56.99,bed_bath_table,214
1,28.82,housewares,37
1,460.0,furniture_living_room,2
1,49.0,garden_tools,13
0,156.0,computers_accessories,36
1,56.1,bed_bath_table,183
1,55.49,drinks,21
0,169.9,sports_leisure,3
0,98.81,computers_accessories,112
1,29.0,watches_gifts,112
0,187.2,fashion_male_clothing,214
1,101.99,office_furniture,164
1,59.99,pet_shop,6
1,24.9,bed_bath_table,15
0,83.23,computers_accessories,31
0,664.0,garden_tools,41
0,1599.0,consoles_games,130
1,89.99,health_beauty,5
1,22.44,computers_accessories,8
1,58.99,health_beauty,16
1,80.5,health_beauty,6
1,85.0,furniture_decor,8
1,44.5,health_beauty,25
1,145.0,watches_gifts,69
1,186.0,pet_shop,7
1,29.99,health_beauty,160
0,224.9,watches_gifts,6
1,69.9,health_beauty,18
1,69.9,furniture_decor,245
1,79.0,cool_stuff,11
1,72.99,computers_accessories,3
1,129.0,computers_accessories,21
1,249.0,furniture_decor,6
1,219.0,watches_gifts,30
1,69.9,computers_accessories,24
1,134.9,baby,10
0,119.9,bed_bath_table,13
1,86.9,home_confort,13
1,148.8,watches_gifts,243
1,30.0,telephony,5
0,17.9,telephony,102
1,99.99,health_beauty,3
1,99.9,health_beauty,48
1,59.9,garden_tools,99
1,23.99,sports_leisure,140
0,129.0,computers_accessories,2
1,129.0,stationery,103
1,49.9,sports_leisure,39
1,59.99,consoles_games,10
1,39.9,auto,2
1,68.99,sports_leisure,12
1,199.6,home_appliances,161
0,388.0,baby,1
1,128.26,consoles_games,17
0,34.85,costruction_tools_garden,5
1,144.0,watches_gifts,1
1,55.0,computers_accessories,92
1,149.97,furniture_decor,3
1,149.9,sports_leisure,243
1,990.0,sports_leisure,1
1,27.99,furniture_decor,184
1,34.99,furniture_decor,184
1,122.99,health_beauty,66
0,98.44,computers_accessories,7
0,95.0,home_appliances,151
1,229.9,telephony,25
0,32.2,bed_bath_table,30
1,98.9,watches_gifts,14
1,99.0,computers_accessories,36
1,23.9,garden_tools,99
1,69.5,health_beauty,5
0,64.99,health_beauty,260
1,149.9,health_beauty,41
0,317.99,baby,11
1,154.0,health_beauty,122
1,18.9,electronics,20
0,56.99,perfumery,188
1,78.9,housewares,56
1,99.9,furniture_decor,19
1,110.0,computers_accessories,2
0,186.0,housewares,245
1,179.49,auto,1
1,188.0,watches_gifts,1
0,349.9,health_beauty,105
1,43.98,housewares,96
1,34.36,musical_instruments,30
1,319.0,watches_gifts,215
1,59.9,garden_tools,2
1,38.0,health_beauty,12
1,49.7,toys,3
1,16.97,telephony,5
1,299.0,furniture_decor,2
0,209.99,cool_stuff,169
1,129.9,luggage_accessories,4
0,89.99,health_beauty,183
1,64.99,sports_leisure,12
1,16.9,telephony,7
1,98.79,computers_accessories,11
1,56.99,perfumery,7
1,79.99,office_furniture,2
0,59.9,bed_bath_table,2
1,39.99,fashion_bags_accessories,277
1,399.99,toys,7
1,29.3,stationery,11
1,49.9,garden_tools,221
1,13.65,electronics,161
1,280.0,computers_accessories,161
1,55.6,bed_bath_table,102
1,60.0,health_beauty,132
1,39.9,baby,41
1,139.9,sports_leisure,11
1,890.0,baby,18
1,56.99,perfumery,12
1,245.0,watches_gifts,19
0,32.0,housewares,275
1,69.9,health_beauty,8
1,29.0,watches_gifts,5
1,149.9,computers_accessories,33
1,79.9,bed_bath_table,14
1,14.9,garden_tools,275
0,166.99,cool_stuff,19
1,59.9,furniture_decor,19
1,59.9,garden_tools,10
1,33.9,sports_leisure,8
1,74.99,furniture_living_room,7
1,179.0,bed_bath_table,25
1,39.99,telephony,75
1,70.9,perfumery,95
1,349.99,toys,69
1,39.99,baby,68
1,151.9,watches_gifts,97
1,44.9,computers_accessories,38
1,13.3,electronics,125
1,72.99,cool_stuff,14
0,89.9,bed_bath_table,37
1,572.0,cool_stuff,245
1,467.0,health_beauty,103
1,144.0,watches_gifts,6
0,64.9,bed_bath_table,133
1,24.9,furniture_decor,6
0,50.9,health_beauty,46
1,47.0,food,43
1,26.99,luggage_accessories,212
1,39.8,home_appliances,1
1,159.9,sports_leisure,3
1,59.99,health_beauty,6
0,32.9,housewares,244
1,210.0,bed_bath_table,76
1,230.0,home_confort,26
1,56.97,food,9
0,169.9,baby,2
1,89.25,home_appliances,5
1,59.9,sports_leisure,41
0,169.9,bed_bath_table,7
1,199.0,bed_bath_table,32
0,210.0,bed_bath_table,14
1,46.99,housewares,5
1,6.0,health_beauty,158
1,54.0,health_beauty,314
1,97.9,stationery,6
1,14.95,books_technical,10
1,153.0,electronics,6
1,54.9,bed_bath_table,22
1,47.9,bed_bath_table,92
1,121.9,construction_tools_construction,5
1,258.9,luggage_accessories,3
1,109.9,watches_gifts,2
0,24.99,baby,4
1,119.99,office_furniture,69
1,30.0,electronics,10
0,24.99,construction_tools_construction,214
1,397.9,perfumery,69
1,104.99,health_beauty,9
0,58.9,housewares,12
1,66.99,health_beauty,103
0,88.0,health_beauty,8
0,166.94,furniture_decor,7
1,59.2,housewares,7
0,35.9,housewares,10
1,25.9,furniture_decor,3
0,47.0,sports_leisure,175
1,120.9,toys,10
1,29.9,stationery,8
1,69.99,bed_bath_table,31
1,499.99,audio,18
1,46.99,computers_accessories,31
1,379.9,auto,109
1,47.9,bed_bath_table,27
1,72.0,housewares,30
0,109.0,small_appliances,248
1,149.9,sports_leisure,8
1,3105.0,garden_tools,1
1,59.81,furniture_decor,214
1,145.0,watches_gifts,246
1,114.97,furniture_living_room,5
0,597.9,toys,8
1,68.9,computers_accessories,79
0,6.9,telephony,7
1,55.0,bed_bath_table,13
1,104.9,housewares,2
1,99.0,garden_tools,5
1,9.0,electronics,32
1,112.9,home_construction,13
1,35.0,watches_gifts,7
1,19.9,fashion_bags_accessories,10
1,89.5,sports_leisure,67
1,179.0,perfumery,61
0,98.0,housewares,7
1,79.9,health_beauty,89
1,52.64,bed_bath_table,7
0,38.9,furniture_decor,181
0,385.0,perfumery,242
1,108.0,watches_gifts,1
1,61.0,bed_bath_table,1
1,34.99,musical_instruments,96
1,89.7,pet_shop,5
1,24.99,telephony,21
0,149.87,computers_accessories,31
1,59.9,garden_tools,20
1,54.9,health_beauty,1
1,110.99,health_beauty,161
0,510.0,watches_gifts,12
1,56.99,perfumery,8
1,29.9,sports_leisure,134
1,199.0,watches_gifts,18
1,103.12,garden_tools,7
1,69.49,health_beauty,216
1,61.99,health_beauty,90
1,169.9,bed_bath_table,21
1,56.0,bed_bath_table,97
1,79.0,bed_bath_table,184
1,47.9,baby,7
1,24.5,electronics,228
1,23.7,electronics,4
1,169.9,toys,80
0,219.0,computers_accessories,13
0,199.0,computers_accessories,18
0,225.91,computers_accessories,11
0,38.9,construction_tools_construction,7
0,21.9,electronics,161
1,45.9,housewares,310
1,114.9,furniture_decor,7
1,167.99,housewares,264
1,412.0,agro_industry_and_commerce,9
0,29.0,watches_gifts,8
0,59.45,sports_leisure,6
1,409.99,toys,4
1,193.99,bed_bath_table,25
1,39.9,bed_bath_table,9
0,59.9,furniture_decor,224
1,67.9,sports_leisure,7
0,24.9,stationery,6
0,43.9,garden_tools,1
1,59.9,health_beauty,304
1,269.9,toys,11
1,16.99,computers_accessories,45
1,129.99,housewares,11
1,79.0,audio,130
1,23.7,electronics,69
1,189.0,telephony,30
0,13.7,electronics,217
1,19.9,fashion_bags_accessories,15
1,149.0,watches_gifts,137
1,178.0,watches_gifts,2
1,59.9,furniture_decor,2
1,522.5,home_appliances_2,2
1,69.0,fashion_bags_accessories,33
1,269.0,cool_stuff,13
1,24.35,electronics,11
1,35.0,telephony,92
1,45.0,telephony,101
1,19.9,telephony,40
